,Ticker,Latest_Price,Score,PE_Ratio,PEG_Ratio,SMA_150,SMA_200,52_Week_Low,52_Week_High
0,ABNB,149.4199981689453,75,18.18,1.53,135.02,130.79,103.55,154.95
